WineID,WineDesignation,Category,CountryOfOrigin,Region,GrapeVariety,Year,AlcoholPercentage,BottleSize,PriceRange
1268,Les Hauts Tours,Rosé,Portugal,Alentejo,Malbec,2017,13.3,1L,Low
1269,Terroir,Red,Romania,Cotnari,Chardonnay,2015,14.6,1L,Medium
1270,Black St. Peters,Rosé,Spain,Ribera del Duero,Fetească Neagră,2019,13.8,1.5L,High
1271,Edizione Cinque Autoctoni,Rosé,USA,Napa Valley,Riesling,2021,11.5,0.75L,High
1272,Les Rocailles,Red,France,Bordeaux,Syrah,2014,11.3,1.5L,Low
1273,A Jo Elet,Rosé,France,Provence,Riesling,2009,11.8,1.5L,Medium
1274,Vigna San Martino,Red,Germany,Rheingau,Fetească Neagră,2014,12.3,0.75L,Premium
1275,Boet Erasmus,White,Chile,Maipo Valley,Sauvignon Blanc,2023,15.0,1L,Medium
1276,San Vito,White,Germany,Rheingau,Pinot Noir,2005,13.7,1L,Low
1277,Nitteler Leiterchen Novum,White,Portugal,Douro,Malbec,2003,13.7,1L,Low
1278,Fin de Journée,Rosé,Romania,Dealu Mare,Tempranillo,2017,13.3,1L,Premium
1279,La Tercia Bodega,White,Portugal,Douro,Merlot,2012,11.1,0.75L,Premium
1280,Cali Red,White,France,Burgundy,Chardonnay,2001,11.6,1.5L,Medium
1281,Côtes de Tablas,Dessert,Chile,Maipo Valley,Sauvignon Blanc,2012,12.6,1.5L,Premium
1282,Version,Red,Germany,Mosel,Syrah,2003,11.3,1L,Medium
1283,Grand Vintage Brut Rosé,White,Portugal,Douro,Sauvignon Blanc,2000,13.8,0.75L,Medium
1284,Hollystone-Collins Old Vines,White,France,Burgundy,Sauvignon Blanc,2018,13.2,1L,Low
1285,Ampor,Dessert,USA,Sonoma,Cabernet Sauvignon,2007,12.9,0.75L,Premium
1286,Regale,Red,Portugal,Alentejo,Chardonnay,2017,13.7,1L,High
1287,Le Parrain Red Wine,Rosé,France,Champagne,Pinot Noir,2002,13.4,0.75L,Low
1288,Mélodie de Gustave Fouassier,Dessert,Australia,Barossa Valley,Cabernet Sauvignon,2006,14.4,0.75L,Medium
1289,L'Autentica,Red,Argentina,Mendoza,Pinot Noir,2017,12.5,1.5L,Medium
1290,Geyservile Estate,Dessert,Australia,Barossa Valley,Sauvignon Blanc,2017,12.9,1L,Medium
1291,Social Club Red,Dessert,France,Champagne,Riesling,2020,11.0,0.75L,Medium
1292,Vigna delle Conchiglie Riserva,Sparkling,Spain,Rioja,Pinot Noir,2013,14.2,1L,Premium
1293,Armon Kosher,Sparkling,Chile,Maipo Valley,Pinot Noir,2009,11.6,1.5L,Low
1294,The Sticks & Stones Tempranillo-Grenache-Tintacao-Souzao,Rosé,Argentina,Mendoza,Riesling,2011,14.8,0.75L,Medium
1295,Les Cantates Chignin Bergeron,Sparkling,Spain,Catalonia,Syrah,2015,13.3,0.75L,Low
1296,DFJ Alvarinho/Chardonnay,Dessert,Romania,Murfatlar,Chardonnay,2014,13.4,1L,High
1297,Grigio e Bianco White Table Wine,Sparkling,Argentina,Salta,Malbec,2020,13.4,1.5L,Premium
1298,Story Vineyard Old Vine,Dessert,Italy,Veneto,Sauvignon Blanc,2021,12.5,1.5L,High
1299,White Blend,Dessert,USA,Oregon,Cabernet Sauvignon,2019,11.0,1L,Premium
1300,Schouten Vineyard,Rosé,USA,Napa Valley,Syrah,2016,13.9,1L,Low
1301,Caterina Zardini,Sparkling,Romania,Cotnari,Sauvignon Blanc,2019,13.0,1L,High
1302,Serras de Azeitão Seleção do Enólogo,White,Germany,Mosel,Riesling,2006,11.2,0.75L,Low
1303,Sterling's Favorite,Rosé,Italy,Veneto,Merlot,2003,14.4,1.5L,Premium
1304,Brut Metodo Tradizionale Classico,Sparkling,France,Burgundy,Riesling,2021,13.8,0.75L,Premium
1305,Aliança Particular,Rosé,Chile,Casablanca Valley,Pinot Noir,2007,12.3,1L,Low
1306,Roccaviva,White,Australia,Barossa Valley,Riesling,2001,15.2,1.5L,Premium
1307,Terra d'Oro Deaver Vineyard 100 Year Old Vines,Dessert,Portugal,Douro,Syrah,2019,12.0,1L,Low
1308,Tagus Creek,Red,Italy,Veneto,Tempranillo,2008,11.9,1.5L,High
1309,Angel Camp Vineyard,Red,Italy,Piedmont,Riesling,2001,13.7,1L,High
1310,Spring Creek Redd,Dessert,Spain,Rioja,Sauvignon Blanc,2017,12.3,1.5L,High
1311,Cote del Sol,Dessert,Portugal,Alentejo,Fetească Neagră,2012,15.4,0.75L,Low
1312,Roccardo,Rosé,Romania,Dealu Mare,Malbec,2003,12.4,1.5L,Medium
1313,Cigalus,Rosé,Portugal,Alentejo,Merlot,2006,11.1,0.75L,High
1314,Bishop Vineyard,Rosé,Germany,Rheingau,Merlot,2017,11.4,1L,High
1315,Assajé,White,Germany,Rheingau,Merlot,2013,12.7,1L,Premium
1316,Vespera,White,Italy,Veneto,Tempranillo,2019,14.4,1.5L,High
1317,Refreshingly Sweet,Red,Italy,Piedmont,Merlot,2006,12.4,0.75L,High
1318,Bullrush Vineyard,White,Spain,Catalonia,Pinot Noir,2007,13.0,1L,Medium
1319,Tons de Duorum,Rosé,Italy,Tuscany,Tempranillo,2017,13.6,0.75L,Low
1320,Domaine de la Becassonne,Sparkling,Italy,Piedmont,Chardonnay,2009,12.0,0.75L,High
1321,Côte Est Reserve,Rosé,Australia,Hunter Valley,Merlot,2007,14.8,1.5L,Low
1322,Ayer Kupp Spätlese,Red,Chile,Maipo Valley,Malbec,2008,13.8,0.75L,High
1323,Wolff Vineyard,Rosé,Australia,Hunter Valley,Sauvignon Blanc,2016,12.4,1.5L,Low
1324,Cs,Sparkling,Argentina,Salta,Merlot,2018,14.4,1.5L,Low
1325,Ürziger Goldwingert Spätlese,White,Portugal,Douro,Cabernet Sauvignon,2002,14.0,0.75L,Medium
1326,Selezione XXV Anno,White,France,Champagne,Pinot Noir,2008,11.4,1L,Low
1327,Veraton,Rosé,Argentina,Salta,Malbec,2022,12.4,1L,Medium
1328,Tabor Reserve Die Räritat,Rosé,Portugal,Alentejo,Merlot,2011,11.6,0.75L,Low
1329,Rendezvous,Dessert,USA,Sonoma,Riesling,2016,14.4,1.5L,Premium
1330,Zellberg,Dessert,France,Bordeaux,Tempranillo,2001,13.8,1L,High
1331,Vom Haus,Rosé,Argentina,Salta,Chardonnay,2022,12.3,0.75L,Medium
1332,Millesimato Extra Brut,Rosé,Australia,Barossa Valley,Cabernet Sauvignon,2004,12.2,1.5L,High
1333,Bebop,Sparkling,Argentina,Salta,Tempranillo,2001,14.2,1.5L,Low
1334,Les Porêts-Saint-Georges Premier Cru,Dessert,Chile,Casablanca Valley,Cabernet Sauvignon,2007,12.9,1.5L,High
1335,Presidential 30-year old tawny,Red,Germany,Mosel,Pinot Noir,2020,15.4,1L,Medium
1336,Ergo,Dessert,USA,Napa Valley,Fetească Neagră,2011,11.5,0.75L,Medium
1337,Stagecoach Vineyard,Red,Romania,Murfatlar,Tempranillo,2002,12.5,0.75L,High
1338,Tizzonero,Red,Portugal,Douro,Syrah,2019,12.0,1.5L,Premium
1339,Tamarez,Sparkling,USA,Oregon,Tempranillo,2021,11.4,1L,Premium
1340,Bordino,Red,USA,Napa Valley,Malbec,2004,14.6,1L,Medium
1341,La Source de Vignelaure,Rosé,Italy,Piedmont,Riesling,2022,13.5,1L,Medium
1342,Vinha do Putto,Rosé,Germany,Mosel,Cabernet Sauvignon,2021,15.0,1.5L,Medium
1343,Superiore Bianco,Rosé,Romania,Dealu Mare,Riesling,2002,13.4,1L,Low
1344,Reserve Chelle Mountain Vineyard,White,Chile,Maipo Valley,Malbec,2002,14.7,0.75L,High
1345,Selección Mesache Blanco,White,Italy,Tuscany,Pinot Noir,2002,12.0,1L,Medium
1346,Txtura 3,White,Romania,Murfatlar,Fetească Neagră,2012,14.3,1L,High
1347,Llama Old Vine,Sparkling,Spain,Catalonia,Syrah,2016,14.2,1.5L,Low
1348,Quinta do Moinho Rosé Bruto,Sparkling,Portugal,Alentejo,Merlot,2019,11.9,0.75L,Premium
1349,Barrel Fermented White,Rosé,Chile,Maipo Valley,Tempranillo,2005,12.9,1L,High
1350,Special Cuvée Brut,Sparkling,France,Burgundy,Sauvignon Blanc,2016,11.1,1L,Medium
1351,Le Pré du Col Vineyard,Dessert,Portugal,Douro,Malbec,2020,13.5,0.75L,Premium
1352,Muascae,Dessert,USA,Napa Valley,Malbec,2018,13.9,0.75L,Medium
1353,Château de la Perrière,Rosé,Romania,Dealu Mare,Tempranillo,2014,12.3,0.75L,High
1354,Q,Dessert,Australia,Hunter Valley,Merlot,2002,12.0,0.75L,Premium
1355,Première  Cuvée Brut Rosé,Dessert,Argentina,Salta,Tempranillo,2022,11.0,0.75L,Premium
1356,Brich dij Nòr,Sparkling,Australia,Barossa Valley,Pinot Noir,2007,12.5,1.5L,Low
1357,Hewitt Vineyard,Sparkling,Portugal,Alentejo,Pinot Noir,2004,15.0,1L,Low
1358,Dellago,Dessert,France,Burgundy,Fetească Neagră,2012,13.1,1L,Premium
1359,Steinberg,Red,Spain,Catalonia,Chardonnay,2013,15.4,0.75L,Premium
1360,LePlan Classic,Dessert,Portugal,Alentejo,Tempranillo,2023,14.4,1L,High
1361,X2 Estate,Red,Australia,Barossa Valley,Malbec,2010,12.7,1L,Low
1362,Gelbling,Dessert,Italy,Tuscany,Sauvignon Blanc,2022,12.0,0.75L,Premium
1363,Michel Lynch,White,Spain,Ribera del Duero,Malbec,2012,13.6,0.75L,Low
1364,Collins Holystone Vineyard Old Vine,Sparkling,Chile,Maipo Valley,Fetească Neagră,2014,11.7,1.5L,Low
1365,Clos Windsbuhl,Rosé,USA,Oregon,Sauvignon Blanc,2012,12.5,0.75L,Medium
1366,Gold Coast Vineyard Dijon Selection,Sparkling,Romania,Cotnari,Tempranillo,2017,13.0,1L,Low
1367,La Roque,Sparkling,Portugal,Douro,Syrah,2004,11.5,1L,High
1368,Don Miguel Vineyard Estate Grown and Bottled,Red,Spain,Catalonia,Merlot,2019,12.5,1L,Premium
1369,Kankana del Elqui Solar No. 10,Rosé,Chile,Casablanca Valley,Cabernet Sauvignon,2004,13.3,1L,Low
1370,Facundo,Red,France,Champagne,Syrah,2021,11.9,1L,High
1371,IV Sons,Red,Australia,Barossa Valley,Fetească Neagră,2017,12.3,0.75L,High
1372,Rosalack No. 398 Auslese,Sparkling,Argentina,Salta,Tempranillo,2004,13.3,1L,High
1373,26esimo I Brut,Red,Chile,Maipo Valley,Riesling,2005,14.9,1.5L,Medium
1374,Vineyard 2131,Rosé,Argentina,Mendoza,Sauvignon Blanc,2002,11.4,1L,Premium
1375,Würzburger Abtsleite Kabinett Trocken,Dessert,Australia,Barossa Valley,Chardonnay,2017,11.4,1.5L,Low
1376,Millesimato Eliseo Bisol Cuvée del Fondatore Talento Metodo Classico,Dessert,Argentina,Salta,Syrah,2019,14.3,1L,Low
1377,Los Pinos Old Vines,Rosé,Spain,Rioja,Pinot Noir,2008,11.6,0.75L,High
1378,Benedict Vineyard,Dessert,Portugal,Douro,Syrah,2005,14.2,1L,High
1379,Per e' palumm,Dessert,Argentina,Mendoza,Riesling,2006,14.5,1.5L,High
1380,Les Morinières,Rosé,USA,Sonoma,Fetească Neagră,2019,11.3,1L,Premium
1381,Cuvee Brut,Dessert,Argentina,Salta,Sauvignon Blanc,2008,11.5,1.5L,High
1382,Flavio Riserva Brut Blanc de Blanc,Red,France,Burgundy,Pinot Noir,2020,12.2,1.5L,Low
1383,Gmörk,White,France,Burgundy,Fetească Neagră,2006,14.5,0.75L,Premium
1384,Laire,White,Australia,Hunter Valley,Tempranillo,2012,13.2,0.75L,Premium
1385,Matthew's Station Vineyard,White,Romania,Dealu Mare,Chardonnay,2016,12.8,1L,Low
1386,Taja Excelecia,Dessert,Romania,Murfatlar,Chardonnay,2016,12.7,0.75L,Medium
1387,BANK,Red,Italy,Tuscany,Fetească Neagră,2016,14.3,1.5L,Low
1388,Brauneberger Juffer-Sonnenuhr Auslese,White,Italy,Veneto,Cabernet Sauvignon,2017,11.8,1.5L,Premium
1389,Bernkastel-Cueser Weisenstein Spätlese Trocken,Red,Argentina,Salta,Syrah,2020,11.1,0.75L,Low
1390,Pepik,Sparkling,Romania,Murfatlar,Tempranillo,2016,11.8,1.5L,Premium
1391,Super T,Sparkling,Spain,Ribera del Duero,Merlot,2014,11.7,0.75L,High
1392,Carchelo,Rosé,Spain,Rioja,Chardonnay,2005,15.4,1L,High
1393,Alouette,White,Italy,Piedmont,Pinot Noir,2007,14.1,1.5L,Premium
1394,Aria,Dessert,France,Champagne,Malbec,2015,12.9,0.75L,Medium
1395,Lot 348 Field Blend,White,Portugal,Alentejo,Pinot Noir,2002,11.5,0.75L,Medium
1396,Monte Rosso Vineyard Toreador,Dessert,Spain,Ribera del Duero,Syrah,2016,11.7,1L,Premium
1397,Nova Vineyard Trigrammaton,Sparkling,France,Burgundy,Pinot Noir,2005,14.6,0.75L,Premium
1398,Black Beauty,Sparkling,Chile,Casablanca Valley,Riesling,2023,12.2,0.75L,Medium
1399,Cuvée Particulière,Rosé,Germany,Rheingau,Sauvignon Blanc,2017,15.4,1.5L,Low
1400,Di Cartizze,Dessert,USA,Sonoma,Merlot,2010,11.5,1.5L,Medium
1401,Canta Perdices,Sparkling,USA,Napa Valley,Cabernet Sauvignon,2017,15.4,1L,Medium
1402,Utopia Vineyard,Sparkling,France,Burgundy,Syrah,2001,13.4,1L,Low
1403,Carneros Reserve,White,Germany,Mosel,Tempranillo,2022,13.6,0.75L,Premium
1404,Alta Corte,Rosé,Argentina,Mendoza,Syrah,2020,12.4,0.75L,High
1405,Grand Vin Bourgeois,White,USA,Oregon,Tempranillo,2011,11.5,1L,Low
1406,Les Chaniots Premier Cru,Sparkling,Italy,Tuscany,Fetească Neagră,2008,15.2,0.75L,High
1407,L'Apogée Vieilles Vignes,Dessert,Italy,Sicily,Malbec,2017,11.6,1L,High
1408,Scarlet Fire Ciel du Cheval Vineyard Reserve,Rosé,Chile,Casablanca Valley,Fetească Neagră,2008,13.5,0.75L,Premium
1409,Vignafranca,Rosé,Romania,Murfatlar,Sauvignon Blanc,2006,11.4,1L,Premium
1410,Rubicon,Red,Argentina,Salta,Syrah,2005,13.7,0.75L,High
1411,Les Beaumonts,Rosé,Portugal,Alentejo,Fetească Neagră,2015,14.5,1.5L,High
1412,Larner Vineyard Estrella Clone Reserve,Dessert,Italy,Piedmont,Tempranillo,2010,12.0,1.5L,Low
1413,Niersteiner Hipping Spätlese,Rosé,Romania,Cotnari,Pinot Noir,2000,11.7,1L,Premium
1414,GMRV Field Blend,White,Italy,Tuscany,Pinot Noir,2016,11.0,0.75L,High
1415,Phebus Gran Reserva,Red,Italy,Veneto,Pinot Noir,2002,12.6,1.5L,High
1416,Vigneti di Montegradella,Sparkling,Portugal,Douro,Fetească Neagră,2017,12.3,1L,Low
1417,Vino Biologico,Sparkling,Italy,Veneto,Malbec,2011,12.2,1L,High
1418,Chapelle de Potensac,Red,Italy,Piedmont,Syrah,2014,13.7,0.75L,Medium
1419,Estate Reserva,Red,Italy,Sicily,Fetească Neagră,2023,12.4,0.75L,Medium
1420,No. 81 Sonoma Collection,White,Chile,Maipo Valley,Malbec,2017,13.3,0.75L,Medium
1421,Wild Z Red Wine,Rosé,Chile,Casablanca Valley,Riesling,2006,14.0,0.75L,High
1422,Whalebone Vineyard,White,Italy,Sicily,Syrah,2020,11.4,1.5L,Low
1423,Emma's Vineyard Unwooded,Red,Germany,Rheingau,Syrah,2022,14.3,1L,High
1424,Lucius Riserva,Red,Argentina,Mendoza,Chardonnay,2018,12.8,0.75L,Medium
1425,Block #3 Lawrence Vineyard,Dessert,France,Bordeaux,Tempranillo,2015,14.2,1L,Medium
1426,DaKine Vineyard,Dessert,Germany,Rheingau,Cabernet Sauvignon,2014,13.0,1L,Premium
1427,Giesta,White,Romania,Murfatlar,Pinot Noir,2022,11.9,1.5L,Medium
1428,Adel's Vineyard,White,Italy,Veneto,Cabernet Sauvignon,2011,11.7,0.75L,Low
1429,Aragonez,Rosé,Germany,Rheingau,Fetească Neagră,2023,14.1,0.75L,Medium
1430,Bremerview,Rosé,Spain,Ribera del Duero,Fetească Neagră,2011,13.8,0.75L,Low
1431,Santo Stefano Riserva,Red,Germany,Rheingau,Riesling,2010,14.2,1.5L,Premium
1432,Red Shorts,Sparkling,Australia,Barossa Valley,Fetească Neagră,2022,13.6,0.75L,Low
1433,Les Murettes,Rosé,Spain,Ribera del Duero,Malbec,2016,11.2,1.5L,Premium
1434,Rosa Chiara Rosé,Rosé,USA,Sonoma,Fetească Neagră,2010,13.8,0.75L,High
1435,Regional Collection,Rosé,Argentina,Salta,Chardonnay,2013,11.5,1.5L,Low
1436,Yarden Odem Vineyard Kosher,Rosé,Spain,Catalonia,Malbec,2010,13.1,1.5L,High
1437,Angelica,Dessert,Chile,Maipo Valley,Sauvignon Blanc,2022,13.6,1.5L,Low
1438,Classic Clare,Rosé,France,Bordeaux,Malbec,2005,14.2,1.5L,Medium
1439,Split Rock Vineyard,White,Romania,Murfatlar,Tempranillo,2010,15.1,0.75L,Premium
1440,Quinta dos Malvedos Vintage,Dessert,Germany,Mosel,Malbec,2023,15.0,1.5L,Medium
1441,Soft Shoulder,Sparkling,Romania,Cotnari,Malbec,2008,13.2,1.5L,Low
1442,Pico,Rosé,Romania,Murfatlar,Fetească Neagră,2019,13.9,0.75L,High
1443,Heart Stone Vineyard,Sparkling,Chile,Casablanca Valley,Tempranillo,2007,14.0,1L,Low
1444,Le Lombard,Rosé,Australia,Barossa Valley,Pinot Noir,2000,12.1,1L,High
1445,Estate Grown,Rosé,Portugal,Alentejo,Tempranillo,2016,12.9,0.75L,Medium
1446,West Block Reserve,Dessert,Italy,Sicily,Merlot,2021,13.4,1.5L,High
1447,VT '07,Dessert,Australia,Barossa Valley,Cabernet Sauvignon,2005,12.6,0.75L,Low
1448,Mas Fenouillet,Sparkling,France,Provence,Riesling,2011,14.2,1L,High
1449,Regent Reserve Cabernet Sauvignon-Petit Verdot,White,Romania,Dealu Mare,Riesling,2008,14.5,0.75L,Premium
1450,Wobbly White,Rosé,Argentina,Mendoza,Fetească Neagră,2000,15.3,1L,Low
1451,Leopoldina,White,Chile,Casablanca Valley,Syrah,2000,13.4,0.75L,Low
1452,Starr Ridge Vineyard - Dijon Clones,Rosé,Argentina,Salta,Fetească Neagră,2018,15.4,0.75L,High
1453,Riva dei Fiori Brut,White,Australia,Hunter Valley,Syrah,2014,13.7,0.75L,Premium
1454,Bonheur Convivial,White,France,Champagne,Merlot,2021,13.3,1.5L,Medium
1455,Paguro,Red,Portugal,Alentejo,Sauvignon Blanc,2015,13.6,0.75L,Low
1456,Gran Cuvée,Dessert,France,Bordeaux,Pinot Noir,2014,11.4,1L,Medium
1457,Corner Pocket Vineyard,White,France,Burgundy,Pinot Noir,2003,13.5,1L,High
1458,Uvaggio,Sparkling,Portugal,Alentejo,Pinot Noir,2000,14.9,1L,Low
1459,Bells & Whistles,Red,Romania,Dealu Mare,Riesling,2012,11.9,1.5L,Premium
1460,Gary's Improv,Dessert,Australia,Hunter Valley,Cabernet Sauvignon,2016,11.5,1L,High
1461,Evinos,Dessert,France,Provence,Merlot,2019,15.3,1L,Medium
1462,Mariana Branco,Dessert,Romania,Dealu Mare,Riesling,2021,12.3,1L,Premium
1463,Estate Vineyard Dry,Rosé,Argentina,Salta,Pinot Noir,2016,15.3,1.5L,Premium
1464,H3 Les Chevaux Red,Sparkling,Chile,Maipo Valley,Tempranillo,2005,14.4,1.5L,Low
1465,Wow Oui,Dessert,France,Bordeaux,Chardonnay,2004,14.7,0.75L,Low
1466,Alter Ego de Château Palmer Barrel Sample,Rosé,Australia,Barossa Valley,Syrah,2012,15.1,0.75L,High
1467,El Jabali Vineyard,Rosé,Romania,Murfatlar,Syrah,2008,11.4,0.75L,Low
1468,Sentinel Oak Vineyard Pyramid Bloc,White,Argentina,Mendoza,Syrah,2009,15.2,1.5L,Medium
1469,Kemp Vineyard Folded Rock,Red,Romania,Cotnari,Chardonnay,2010,14.1,1L,Low
1470,Diablo Royale,Rosé,Chile,Casablanca Valley,Malbec,2006,13.3,0.75L,Medium
1471,Royal Red,White,Chile,Maipo Valley,Syrah,2011,11.2,1L,Medium
1472,Mutiny Bay,Rosé,Germany,Mosel,Malbec,2018,12.2,0.75L,Low
1473,Vigneto della Amorosa,Sparkling,Italy,Sicily,Malbec,2007,12.8,1L,Premium
1474,Querciabella,Dessert,France,Bordeaux,Chardonnay,2009,14.6,1.5L,Premium
1475,Presidio Vineyard,White,Spain,Catalonia,Cabernet Sauvignon,2023,11.5,1L,Low
1476,Great Oaks Ranch,White,France,Champagne,Syrah,2004,12.2,0.75L,Premium
1477,Beckstoffer Vineyard Clone Six,Dessert,Germany,Rheingau,Tempranillo,2008,14.1,0.75L,Premium
1478,Campo Reale,Rosé,Chile,Casablanca Valley,Pinot Noir,2016,12.7,0.75L,High
1479,Hermanschachern,Sparkling,Germany,Rheingau,Riesling,2004,11.1,1.5L,Premium
1480,El Campanar,Dessert,Australia,Barossa Valley,Malbec,2016,12.7,1L,High
1481,Pantianna Ranch,Dessert,Italy,Veneto,Merlot,2008,14.5,1L,Premium
1482,Auberge Road Vineyard,Red,Italy,Piedmont,Malbec,2020,12.7,1.5L,Low
1483,Regional Series,Sparkling,Romania,Dealu Mare,Sauvignon Blanc,2012,14.6,0.75L,High
1484,Les Clos des Rouliers,White,Chile,Casablanca Valley,Pinot Noir,2005,13.7,1.5L,Medium
1485,Alò,Rosé,Romania,Cotnari,Tempranillo,2018,13.1,1.5L,High
1486,Sonnie's Sawyer Lindquist Vineyard,Red,USA,Napa Valley,Tempranillo,2011,13.9,0.75L,High
1487,Vintner's Blend #10 Red Table Wine,White,USA,Sonoma,Pinot Noir,2019,15.3,1L,Low
1488,Tin Man,Red,Argentina,Mendoza,Malbec,2009,13.2,1.5L,Premium
1489,Lot 140,Rosé,Romania,Dealu Mare,Tempranillo,2019,13.3,1L,High
1490,Cuvée 107,Red,Italy,Veneto,Riesling,2011,11.1,1.5L,Premium
1491,Olivet Lane Vineyard,Sparkling,Italy,Sicily,Merlot,2022,13.9,1.5L,Medium
1492,Omero Vineyard,Rosé,Italy,Tuscany,Fetească Neagră,2005,15.4,1.5L,High
1493,The White Mullet,Rosé,Romania,Murfatlar,Tempranillo,2022,13.5,1L,High
1494,Out of Sight Vineyard,White,Portugal,Alentejo,Chardonnay,2015,12.9,0.75L,Medium
1495,Cerrado del Castillo,Dessert,Portugal,Douro,Syrah,2005,15.3,0.75L,Medium
1496,Brumont,Sparkling,Australia,Barossa Valley,Tempranillo,2001,13.3,1L,Low
1497,"Heritage Collection, Six Clones",Dessert,Argentina,Salta,Merlot,2014,11.8,0.75L,Medium
1498,Boccadirosa,Dessert,Argentina,Salta,Sauvignon Blanc,2021,11.8,0.75L,Medium
1499,Morning Dew Vineyard,Rosé,Romania,Murfatlar,Chardonnay,2020,15.4,1.5L,High
1500,Sirì D'Jermu,White,Germany,Mosel,Pinot Noir,2019,11.7,1.5L,Premium
1501,Giambattista Valli,Dessert,Spain,Catalonia,Malbec,2022,11.6,1.5L,Medium
1502,São Miguel,Sparkling,Italy,Piedmont,Syrah,2016,15.0,1L,Low
1503,Domaine de la Tour du Bief,White,Portugal,Douro,Tempranillo,2007,11.8,0.75L,Medium
1504,Vintner's Selection,Sparkling,Italy,Piedmont,Syrah,2010,14.6,0.75L,Medium
1505,Nectar Dulce,White,Italy,Veneto,Merlot,2021,12.1,0.75L,Low
1506,Les Pierrefeux,Red,France,Provence,Riesling,2009,15.1,0.75L,Low
1507,Torre del Falasco,White,Portugal,Douro,Sauvignon Blanc,2007,13.1,1L,High
1508,Hécula,White,Romania,Dealu Mare,Chardonnay,2014,11.1,1L,Premium
1509,Tre Venti Brut Millesimato,Red,Germany,Mosel,Riesling,2004,11.6,1.5L,Medium
1510,Tegoleto,White,Chile,Casablanca Valley,Merlot,2008,15.3,1L,Premium
1511,Instinct Parcellaire,Red,Italy,Tuscany,Cabernet Sauvignon,2017,13.9,1.5L,Low
1512,La Luna e I Falò,Sparkling,Germany,Mosel,Tempranillo,2019,13.0,1L,Premium
1513,Big,Dessert,Chile,Maipo Valley,Riesling,2010,11.8,1.5L,Low
1514,Les Anges Lots,White,Argentina,Salta,Riesling,2009,13.9,1.5L,Medium
1515,Pascena Vendemmia Tardiva,Rosé,Spain,Catalonia,Fetească Neagră,2009,14.5,1.5L,Medium
1516,Las Lilas,Red,Spain,Ribera del Duero,Merlot,2021,13.6,0.75L,Low
1517,2 Worlds Reserva Tinto,Rosé,Romania,Murfatlar,Cabernet Sauvignon,2013,14.7,1.5L,Premium
1518,Diaporos Block 5,White,USA,Sonoma,Cabernet Sauvignon,2018,13.1,1.5L,High
1519,Viña Alarba Old Vines,Sparkling,Portugal,Alentejo,Riesling,2007,12.2,1.5L,High
1520,Numanthia,Rosé,USA,Sonoma,Syrah,2009,13.0,0.75L,High
1521,Balduin von Hövel,White,Portugal,Alentejo,Chardonnay,2020,13.7,1L,Medium
1522,Three Sons Cuvée,Rosé,USA,Napa Valley,Merlot,2008,14.4,1L,Medium
1523,Le Arele,Sparkling,Australia,Barossa Valley,Fetească Neagră,2001,11.1,0.75L,Medium
1524,Domaine des Grandes Esperances Les Ailes Pourpres,Sparkling,Chile,Maipo Valley,Cabernet Sauvignon,2004,11.4,0.75L,Medium
1525,Risa,Red,USA,Napa Valley,Merlot,2009,12.4,1L,Low
1526,Pellet Vineyard Henry's Reserve,Sparkling,France,Provence,Pinot Noir,2004,14.8,0.75L,Premium
1527,D'Istinto,Sparkling,Australia,Barossa Valley,Fetească Neagră,2021,12.5,1.5L,Low
1528,Estate 777 Block,White,Argentina,Salta,Pinot Noir,2023,12.4,1.5L,Low
1529,Javernières,Sparkling,Italy,Tuscany,Chardonnay,2012,11.7,1L,High
1530,Cappellaccio Riserva,Sparkling,France,Burgundy,Tempranillo,2007,12.0,1L,Medium
1531,Alazan,Sparkling,France,Bordeaux,Tempranillo,2003,12.1,1.5L,Low
1532,Block B Paderewski Vineyard,Red,Argentina,Mendoza,Tempranillo,2016,12.7,1L,Medium
1533,Royal,Red,USA,Napa Valley,Fetească Neagră,2003,12.7,1L,Premium
1534,Lindsay Estate Vineyard,Sparkling,Portugal,Douro,Tempranillo,2001,13.7,0.75L,Medium
1535,Wild Ferment La Escultura Estate,White,Romania,Cotnari,Malbec,2006,14.5,1L,High
1536,Bianca di Valguarnera,White,Italy,Veneto,Tempranillo,2006,11.6,1L,High
1537,Wine Obsession I Miti,Dessert,Germany,Mosel,Tempranillo,2016,11.2,1L,High
1538,Le Domaine Saget,Sparkling,Chile,Casablanca Valley,Merlot,2008,12.8,1.5L,High
1539,Silver Eagle,Dessert,Germany,Mosel,Syrah,2001,13.2,1.5L,High
1540,Special Cuvée,Rosé,Portugal,Alentejo,Malbec,2007,13.9,1.5L,High
1541,Quinta da Garrida Reserva Branco,Rosé,Romania,Cotnari,Cabernet Sauvignon,2003,15.2,1L,High
1542,Crane Ranch Vineyard Brodacious,Dessert,Germany,Mosel,Riesling,2017,11.7,0.75L,Premium
1543,Grand Cuvée,White,Spain,Ribera del Duero,Chardonnay,2020,14.3,1L,Medium
1544,Cuvée Jean Bernard,Rosé,Spain,Rioja,Tempranillo,2019,15.3,1L,Premium
1545,La Petite Perrière,Red,Australia,Barossa Valley,Syrah,2004,13.8,1.5L,High
1546,Megandina,Dessert,Germany,Mosel,Cabernet Sauvignon,2004,11.5,1.5L,High
1547,Nugent Vineyard,Rosé,Germany,Mosel,Riesling,2004,11.5,1.5L,High
1548,La Balade,Dessert,Italy,Sicily,Tempranillo,2017,14.3,1L,Premium
